celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,placement,cumulative_total_score,overall_avg_score,score_trend,industry_encoded,country_encoded,active_weeks,is_winner,final_rank,age,age_group,age_group_encoded,industry_group,industry_Entertainment,industry_Sports,industry_Reality/Model,industry_Media,industry_Other,region,is_us,region_encoded
Mary Lou Retton,Sasha Farber,Athlete,West Virginia,United States,50,27,9,142.0,5.25925925925926,0.2666666666666666,4,22,6,False,,50,Senior (45-54),2,Sports,0,1,0,0,0,Southeast,1,4
DeMarcus Ware,Lindsay Arnold,Athlete,Alabama,United States,36,27,7,173.0,6.407407407407407,0.1845238095238095,4,22,7,False,,36,Mature (35-44),0,Sports,0,1,0,0,0,Southeast,1,4
Nikki Glaser,Gleb Savchenko,Comedian,Ohio,United States,34,27,13,17.5,0.6481481481481481,0.0,2,22,1,False,,34,Prime (25-34),1,Other,0,0,0,0,1,Midwest,1,0
Bobby Bones,Sharna Burgess,Radio Personality,Arkansas,United States,38,27,1,201.5,7.462962962962964,0.2555555555555555,2,22,9,True,1.0,38,Mature (35-44),0,Other,0,0,0,0,1,Southeast,1,4
Tinashe,Brandon Armstrong,Singer/Rapper,Kentucky,United States,25,27,10,102.0,3.7777777777777777,0.3333333333333331,0,22,4,False,,25,Prime (25-34),1,Entertainment,1,0,0,0,0,Southeast,1,4
Alexis Ren,Alan Bersten,Social Media Personality,California,United States,21,27,4,238.5,8.833333333333334,0.2472222222222222,2,22,9,False,,21,Young (<25),4,Other,0,0,0,0,1,West,1,6
Joe Amabile,Jenna Johnson,TV Personality,Illinois,United States,32,27,6,150.0,5.555555555555555,0.4246031746031746,3,22,8,False,,32,Prime (25-34),1,Reality/Model,0,0,1,0,0,Midwest,1,0
Kate Flannery,Pasha Pashkov,Actor/Actress,Pennsylvania,United States,55,28,7,186.9998,5.469690909090909,0.4186452380952381,0,22,8,False,,55,Veteran (55+),3,Entertainment,1,0,0,0,0,Northeast,1,2
James Van Der Beek,Emma Slater,Actor/Actress,Connecticut,United States,42,28,5,265.4998,7.5606,0.31009898989899,0,22,10,False,,42,Mature (35-44),0,Entertainment,1,0,0,0,0,Northeast,1,2
Kel Mitchell,Witney Carson,Actor/Actress,Illinois,United States,41,28,2,290.4998,8.28029696969697,0.4128775757575759,0,22,11,False,2.0,41,Mature (35-44),0,Entertainment,1,0,0,0,0,Midwest,1,0
Ray Lewis,Cheryl Burke,Athlete,Florida,United States,44,28,11,30.0,0.9090909090909092,0.0,4,22,2,False,,44,Mature (35-44),0,Sports,0,1,0,0,0,Southeast,1,4
Lamar Odom,Peta Murgatroyd,Athlete,New York,United States,39,28,10,55.0,1.515151515151515,0.4,4,22,4,False,,39,Mature (35-44),0,Sports,0,1,0,0,0,Northeast,1,2
Sailor Brinkley-Cook,Valentin Chmerkovskiy,Model,New York,United States,21,28,9,141.0,4.037878787878788,0.6023809523809524,3,22,6,False,,21,Young (<25),4,Reality/Model,0,0,1,0,0,Northeast,1,2
Sean Spicer,Lindsay Arnold,Politician,New York,United States,48,28,6,170.0,4.803030303030303,0.3125,2,22,9,False,,48,Senior (45-54),2,Other,0,0,0,0,1,Northeast,1,2
Mary Wilson,Brandon Armstrong,Singer/Rapper,Nevada,United States,75,28,12,32.0,0.9696969696969698,-0.666666666666667,0,22,2,False,,75,Veteran (55+),3,Entertainment,1,0,0,0,0,West,1,6
Lauren Alaina,Gleb Savchenko,Singer/Rapper,Georgia,United States,24,28,4,280.5,7.992424242424241,0.3098484848484849,0,22,11,False,,24,Young (<25),4,Entertainment,1,0,0,0,0,Southeast,1,4
Ally Brooke,Sasha Farber,Singer/Rapper,Texas,United States,26,28,3,300.5,8.56060606060606,0.4181818181818181,0,22,11,False,3.0,26,Prime (25-34),1,Entertainment,1,0,0,0,0,Southwest,1,5
Karamo Brown,Jenna Johnson,TV Personality,Texas,United States,38,28,8,150.5,4.348484848484848,0.4702380952380952,3,22,7,False,,38,Mature (35-44),0,Reality/Model,0,0,1,0,0,Southwest,1,5
Hannah Brown,Alan Bersten,TV Personality,Alabama,United States,24,28,1,294.4998,8.412872727272728,0.2693169696969696,3,22,11,True,1.0,24,Young (<25),4,Reality/Model,0,0,1,0,0,Southeast,1,4
Anne Heche,Keo Motsepe,Actor/Actress,Ohio,United States,51,29,13,72.0,2.1818181818181817,0.2,0,22,4,False,,51,Senior (45-54),2,Entertainment,1,0,0,0,0,Midwest,1,0
Jesse Metcalfe,Sharna Burgess,Actor/Actress,California,United States,41,29,12,98.0,2.96969696969697,0.0999999999999999,0,22,5,False,,41,Mature (35-44),0,Entertainment,1,0,0,0,0,West,1,6
Chrishell Stause,Gleb Savchenko,Actor/Actress,Kentucky,United States,39,29,8,171.0,5.181818181818182,0.5595238095238095,0,22,8,False,,39,Mature (35-44),0,Entertainment,1,0,0,0,0,Southeast,1,4
Skai Jackson,Alan Bersten,Actor/Actress,New York,United States,18,29,5,235.4996,7.136351515151515,0.4070658585858586,0,22,10,False,,18,Young (<25),4,Entertainment,1,0,0,0,0,Northeast,1,2
Justina Machado,Sasha Farber,Actor/Actress,Illinois,United States,48,29,4,275.9996,8.363624242424244,0.3333303030303031,0,22,11,False,,48,Senior (45-54),2,Entertainment,1,0,0,0,0,Midwest,1,0
Charles Oakley,Emma Slater,Athlete,Ohio,United States,56,29,15,27.0,0.8181818181818182,1.0,4,22,2,False,,56,Veteran (55+),3,Sports,0,1,0,0,0,Midwest,1,0
Veron Davis,Peta Murgatroyd,Athlete,Washington D.C.,United States,36,29,11,121.0,3.666666666666667,0.2761904761904761,4,22,6,False,,36,Mature (35-44),0,Sports,0,1,0,0,0,Other-US,1,3
Johnny Weir,Britt Stewart,Athlete,Pennsylvania,United States,36,29,6,250.5,7.590909090909091,0.4252525252525253,4,22,10,False,,36,Mature (35-44),0,Sports,0,1,0,0,0,Northeast,1,2
Nev Schulman,Jenna Johnson,Producer,New York,United States,35,29,2,289.9998,8.787872727272728,0.3545436363636364,2,22,11,False,2.0,35,Mature (35-44),0,Other,0,0,0,0,1,Northeast,1,2
AJ McLean,Cheryl Burke,Singer/Rapper,Florida,United States,42,29,7,210.9998,6.393933333333334,0.3611066666666667,0,22,9,False,,42,Mature (35-44),0,Entertainment,1,0,0,0,0,Southeast,1,4
Nelly,Daniella Karagach,Singer/Rapper,Texas,United States,45,29,3,252.5,7.6515151515151505,0.3924242424242425,0,22,11,False,3.0,45,Senior (45-54),2,Entertainment,1,0,0,0,0,Southwest,1,5
Kaitlyn Bristowe,Artem Chigvintsev,TV Personality,Unknown,Canada,35,29,1,286.0,8.666666666666668,0.3212121212121211,3,3,11,True,1.0,35,Mature (35-44),0,Reality/Model,0,0,1,0,0,Non-US,0,1
Carole Baskin,Pasha Pashkov,TV Personality,Texas,United States,59,29,14,39.0,1.181818181818182,0.1666666666666667,3,22,3,False,,59,Veteran (55+),3,Reality/Model,0,0,1,0,0,Southwest,1,5
Monica Aldama,Valentin Chmerkovskiy,TV Personality,Alabama,United States,48,29,10,155.0,4.696969696969696,0.4285714285714285,3,22,7,False,,48,Senior (45-54),2,Reality/Model,0,0,1,0,0,Southeast,1,4
Jeannie Mai,Brandon Armstrong,TV Personality,California,United States,41,29,9,153.0,4.636363636363637,0.4404761904761905,3,22,7,False,,41,Mature (35-44),0,Reality/Model,0,0,1,0,0,West,1,6
Martin Kove,Britt Stewart,Actor/Actress,New York,United States,75,30,15,28.0,0.7,0.5,0,22,2,False,,75,Veteran (55+),3,Entertainment,1,0,0,0,0,Northeast,1,2
Brian Austin Green,Sharna Burgess,Actor/Actress,California,United States,48,30,13,92.0,2.458333333333333,0.2083333333333333,0,22,4,False,,48,Senior (45-54),2,Entertainment,1,0,0,0,0,West,1,6
Melora Hardin,Artem Chigvintsev,Actor/Actress,Texas,United States,54,30,6,298.5,7.654166666666667,0.4048611111111111,0,22,9,False,,54,Senior (45-54),2,Entertainment,1,0,0,0,0,Southwest,1,5
Matt James,Lindsay Arnold,Athlete,North Carolina,United States,29,30,12,94.5,2.529166666666667,0.4541666666666667,4,22,4,False,,29,Prime (25-34),1,Sports,0,1,0,0,0,Southeast,1,4
"Mike ""The Miz"" Mizanin",Witney Carson,Athlete,Ohio,United States,40,30,9,202.5,5.245833333333333,0.3809523809523809,4,22,7,False,,40,Mature (35-44),0,Sports,0,1,0,0,0,Midwest,1,0
Suni Lee,Sasha Farber,Athlete,Minnesota,United States,18,30,5,296.5,7.5875,0.3916666666666667,4,22,9,False,,18,Young (<25),4,Sports,0,1,0,0,0,Midwest,1,0
Iman Shumpert,Daniella Karagach,Athlete,Illinois,United States,31,30,1,311.0,7.933333333333333,0.4944444444444444,4,22,10,True,1.0,31,Prime (25-34),1,Sports,0,1,0,0,0,Midwest,1,0
Cody Rigsby,Cheryl Burke,Fitness Instructor,California,United States,34,30,3,310.5,7.9125,0.4568181818181818,2,22,10,False,3.0,34,Prime (25-34),1,Other,0,0,0,0,1,West,1,6
Melanie C,Gleb Savchenko,Singer/Rapper,Unknown,England,47,30,11,148.0,3.883333333333333,0.525,0,8,5,False,,47,Senior (45-54),2,Entertainment,1,0,0,0,0,Non-US,0,1
Jimmie Allen,Emma Slater,Singer/Rapper,Delaware,United States,36,30,7,243.5,6.254166666666667,0.4776785714285714,0,22,8,False,,36,Mature (35-44),0,Entertainment,1,0,0,0,0,Southeast,1,4
Olivia Jade,Valentin Chmerkovskiy,Social Media Personality,California,United States,21,30,8,261.0,6.725,0.4910714285714285,2,22,8,False,,21,Young (<25),4,Other,0,0,0,0,1,West,1,6
JoJo Siwa,Jenna Johnson,Social Media Personality,Nebraska,United States,18,30,2,359.0,9.175,0.3318181818181818,2,22,10,False,2.0,18,Young (<25),4,Other,0,0,0,0,1,Midwest,1,0
Christine Chiu,Pasha Pashkov,TV Personality,Unknown,Taiwan China,38,30,14,70.0,1.925,0.375,3,21,3,False,,38,Mature (35-44),0,Reality/Model,0,0,1,0,0,Non-US,0,1
Kenya Moore,Brandon Armstrong,TV Personality,Michigan,United States,50,30,10,168.5,4.3875,0.4821428571428571,3,22,6,False,,50,Senior (45-54),2,Reality/Model,0,0,1,0,0,Midwest,1,0
Amanda Kloots,Alan Bersten,TV Personality,Ohio,United States,39,30,4,349.5,8.9375,0.3037878787878788,3,22,10,False,,39,Mature (35-44),0,Reality/Model,0,0,1,0,0,Midwest,1,0
Jason Lewis,Peta Murgatroyd,Actor/Actress,California,United States,51,31,16,18.0,0.45,0.0,0,22,1,False,,51,Senior (45-54),2,Entertainment,1,0,0,0,0,West,1,6
Cheryl Ladd,Louis van Amstel,Actor/Actress,South Dakota,United States,71,31,14,66.0,1.65,0.375,0,22,3,False,,71,Veteran (55+),3,Entertainment,1,0,0,0,0,Midwest,1,0
Selma Blair,Sasha Farber,Actor/Actress,Michigan,United States,50,31,12,156.0,3.9,0.7000000000000001,0,22,5,False,,50,Senior (45-54),2,Entertainment,1,0,0,0,0,Midwest,1,0
Joseph Baena,Daniella Karagach,Actor/Actress,California,United States,24,31,11,139.0,3.475,0.7000000000000001,0,22,5,False,,24,Young (<25),4,Entertainment,1,0,0,0,0,West,1,6
Trevor Donovan,Emma Slater,Actor/Actress,California,United States,39,31,6,286.5,7.1625,0.4291666666666667,0,22,9,False,,39,Mature (35-44),0,Entertainment,1,0,0,0,0,West,1,6
Daniel Durant,Britt Stewart,Actor/Actress,Michigan,United States,32,31,5,293.5,7.3375,0.3166666666666667,0,22,9,False,,32,Prime (25-34),1,Entertainment,1,0,0,0,0,Midwest,1,0
Wayne Brady,Witney Carson,Comedian,Georgia,United States,50,31,3,362.5,9.0625,0.2598484848484849,2,22,10,False,3.0,50,Senior (45-54),2,Other,0,0,0,0,1,Southeast,1,4
Sam Champion,Cheryl Burke,News Anchor,Kentucky,United States,61,31,13,96.0,2.4,0.35,1,22,4,False,,61,Veteran (55+),3,Media,0,0,0,1,0,Southeast,1,4
Jessie James Decker,Alan Bersten,Singer/Rapper,Unknown,Italy,34,31,10,170.0,4.25,0.7,0,12,6,False,,34,Prime (25-34),1,Entertainment,1,0,0,0,0,Non-US,0,1
Jordin Sparks,Brandon Armstrong,Singer/Rapper,Arizona,United States,32,31,9,220.0,5.5,0.4107142857142857,0,22,7,False,,32,Prime (25-34),1,Entertainment,1,0,0,0,0,Southwest,1,5
Heidi D'Amelio,Artem Chigvintsev,Social Media Personality,Louisiana,United States,50,31,8,263.0,6.575,0.3839285714285714,2,22,8,False,,50,Senior (45-54),2,Other,0,0,0,0,1,Southeast,1,4
Charli D'Amelio,Mark Ballas,Social Media Personality,Connecticut,United States,18,31,1,379.0,9.475,0.2954545454545454,2,22,10,True,1.0,18,Young (<25),4,Other,0,0,0,0,1,Northeast,1,2
Teresa Giudice,Pasha Pashkov,TV Personality,New Jersey,United States,50,31,15,43.0,1.075,0.75,3,22,2,False,,50,Senior (45-54),2,Reality/Model,0,0,1,0,0,Northeast,1,2
Vinny Guadagnino,Koko Iwasaki,TV Personality,New York,United States,34,31,7,215.5,5.3875,0.3675595238095238,3,22,8,False,,34,Prime (25-34),1,Reality/Model,0,0,1,0,0,Northeast,1,2
Shangela,Gleb Savchenko,TV Personality,Texas,United States,40,31,4,345.5,8.6375,0.3340909090909091,3,22,10,False,,40,Mature (35-44),0,Reality/Model,0,0,1,0,0,Southwest,1,5
Gabby Windey,Valentin Chmerkovskiy,TV Personality,Illinois,United States,31,31,2,362.5,9.0625,0.2931818181818182,3,22,10,False,2.0,31,Prime (25-34),1,Reality/Model,0,0,1,0,0,Midwest,1,0
Jamie Lynn Spears,Alan Bersten,Actor/Actress,Mississippi,United States,32,32,13,31.0,0.9393939393939392,0.333333333333333,0,22,2,False,,32,Prime (25-34),1,Entertainment,1,0,0,0,0,Southeast,1,4
Mira Sorvino,Gleb Savchenko,Actor/Actress,New York,United States,55,32,10,104.0,2.9545454545454546,0.4333333333333332,0,22,5,False,,55,Veteran (55+),3,Entertainment,1,0,0,0,0,Northeast,1,2
Barry Williams,Peta Murgatroyd,Actor/Actress,California,United States,68,32,7,197.5,5.041666666666666,0.5570436507936508,0,22,8,False,,68,Veteran (55+),3,Entertainment,1,0,0,0,0,West,1,6
Alyson Hannigan,Sasha Farber,Actor/Actress,Washington D.C.,United States,49,32,5,281.0,7.318181818181817,0.4083333333333334,0,22,11,False,,49,Senior (45-54),2,Entertainment,1,0,0,0,0,Other-US,1,3
Xochitl Gomez,Valentin Chmerkovskiy,Actor/Actress,California,United States,17,32,1,349.0,9.121212121212125,0.3333333333333333,0,22,11,True,1.0,17,Young (<25),4,Entertainment,1,0,0,0,0,West,1,6
Adrian Peterson,Britt Stewart,Athlete,Texas,United States,38,32,11,76.0,2.136363636363636,0.35,4,22,4,False,,38,Mature (35-44),0,Sports,0,1,0,0,0,Southwest,1,5
Matt Walsh,Koko Iwasaki,Comedian,Illinois,United States,58,32,14,12.0,0.3636363636363636,0.0,2,22,1,False,,58,Veteran (55+),3,Other,0,0,0,0,1,Midwest,1,0
Tyson Beckford,Jenna Johnson,Model,New York,United States,52,32,12,50.0,1.3636363636363635,0.5,3,22,3,False,,52,Senior (45-54),2,Reality/Model,0,0,1,0,0,Northeast,1,2
Jason Mraz,Daniella Karagach,Singer/Rapper,Virginia,United States,46,32,2,339.5,8.886363636363637,0.2568181818181818,0,22,11,False,2.0,46,Senior (45-54),2,Entertainment,1,0,0,0,0,Southeast,1,4
Lele Pons,Brandon Armstrong,Social Media Personality,Unknown,Venezuela,27,32,8,186.5,4.890151515151515,0.5044642857142857,2,23,7,False,,27,Prime (25-34),1,Other,0,0,0,0,1,Non-US,0,1
Harry Jowsey,Rylee Arnold,TV Personality,Unknown,Australia,26,32,6,209.0,5.25,0.4041666666666666,3,1,9,False,,26,Prime (25-34),1,Reality/Model,0,0,1,0,0,Non-US,0,1
Mauricio Umansky,Emma Slater,TV Personality,Unknown,Mexico,53,32,9,126.0,3.3939393939393936,0.8238095238095238,3,13,6,False,,53,Senior (45-54),2,Reality/Model,0,0,1,0,0,Non-US,0,1
Charity Lawson,Artem Chigvintsev,TV Personality,Georgia,United States,27,32,4,337.0,8.825757575757576,0.2863636363636364,3,22,11,False,,27,Prime (25-34),1,Reality/Model,0,0,1,0,0,Southeast,1,4
Ariana Madix,Pasha Pashkov,TV Personality,Florida,United States,38,32,3,339.5,8.840909090909092,0.309090909090909,3,22,11,False,3.0,38,Mature (35-44),0,Reality/Model,0,0,1,0,0,Southeast,1,4
Tori Spelling,Pasha Pashkov,Actor/Actress,California,United States,51,33,12,36.0,1.3333333333333333,0.6666666666666661,0,22,2,False,,51,Senior (45-54),2,Entertainment,1,0,0,0,0,West,1,6
Eric Roberts,Britt Stewart,Actor/Actress,California,United States,68,33,10,53.0,1.75,0.375,0,22,3,False,,68,Veteran (55+),3,Entertainment,1,0,0,0,0,West,1,6
Reginald VelJohnson,Emma Slater,Actor/Actress,New York,United States,74,33,10,52.0,1.7314814814814814,-0.0416666666666665,0,22,3,False,,74,Veteran (55+),3,Entertainment,1,0,0,0,0,Northeast,1,2
Chandler Kinney,Brandon Armstrong,Actor/Actress,California,United States,24,33,3,261.5,9.069444444444445,0.3291666666666666,0,22,9,False,3.0,24,Young (<25),4,Entertainment,1,0,0,0,0,West,1,6
Dwight Howard ,Daniella Karagach,Athlete,Georgia,United States,38,33,6,178.0,6.083333333333333,0.3392857142857143,4,22,7,False,,38,Mature (35-44),0,Sports,0,1,0,0,0,Southeast,1,4
Danny Amendola,Witney Carson,Athlete,Texas,United States,39,33,5,241.0,8.314814814814815,0.3166666666666667,4,22,9,False,,39,Mature (35-44),0,Sports,0,1,0,0,0,Southwest,1,5
Stephen Nedoroscik,Rylee Arnold,Athlete,Florida,United States,26,33,4,242.0,8.37037037037037,0.3236111111111112,4,22,9,False,,26,Prime (25-34),1,Sports,0,1,0,0,0,Southeast,1,4
Ilona Maher,Alan Bersten,Athlete,California,United States,28,33,2,232.0,8.037037037037036,0.4138888888888889,4,22,9,False,2.0,28,Prime (25-34),1,Sports,0,1,0,0,0,West,1,6
Anna Delvey,Ezra Sosa,Con artist,Unknown,Russia,33,33,12,35.0,1.2962962962962965,-0.333333333333333,2,17,2,False,,33,Prime (25-34),1,Other,0,0,0,0,1,Non-US,0,1
Brooks Nader,Gleb Savchenko,Model,New York,United States,27,33,9,100.5,3.1435185185185186,0.6958333333333333,3,22,4,False,,27,Prime (25-34),1,Reality/Model,0,0,1,0,0,Northeast,1,2
Phaedra Parks,Val Chmerkovskiy,TV Personality,Georgia,United States,51,33,8,124.0,4.037037037037036,0.4333333333333334,3,22,5,False,,51,Senior (45-54),2,Reality/Model,0,0,1,0,0,Southeast,1,4
Jenn Tran,Sasha Farber,TV Personality,Florida,United States,26,33,7,157.5,5.25,0.7642857142857145,3,22,6,False,,26,Prime (25-34),1,Reality/Model,0,0,1,0,0,Southeast,1,4
Joey Graziadei,Jenna Johnson,TV Personality,Louisiana,United States,29,33,1,258.0,8.898148148148147,0.3472222222222222,3,22,9,True,1.0,29,Prime (25-34),1,Reality/Model,0,0,1,0,0,Southeast,1,4
Corey Feldman,Jenna Johnson,Actor/Actress,California,United States,54,34,13,24.0,0.8636363636363636,0.5,0,22,2,False,,54,Senior (45-54),2,Entertainment,1,0,0,0,0,West,1,6
Danielle Fishel,Pasha Pashkov,Actor/Actress,California,United States,44,34,8,210.0,5.507575757575757,0.4890873015873016,0,22,8,False,,44,Mature (35-44),0,Entertainment,1,0,0,0,0,West,1,6
Elaine Hendrix,Alan Bersten (Rashad Jennings week 9),Actor/Actress,Georgia,United States,55,34,5,306.9998,8.1856,0.3416636363636364,0,22,11,False,,55,Veteran (55+),3,Entertainment,1,0,0,0,0,Southeast,1,4
Baron Davis,Britt Stewart,Athlete,California,United States,46,34,13,28.0,1.0,1.0,4,22,2,False,,46,Senior (45-54),2,Sports,0,1,0,0,0,West,1,6
Jordan Chiles,Ezra Sosa (Apolo Anton Ohno week 9),Athlete,Texas,United States,24,34,3,325.1666,8.588381818181817,0.3941909090909091,4,22,11,False,3.0,24,Young (<25),4,Sports,0,1,0,0,0,Southwest,1,5
Andy Richter,Emma Slater/Kaitlyn Bristowe (week 9),Comedian,California,United States,59,34,7,204.0,5.234848484848484,0.3958333333333333,2,22,9,False,,59,Veteran (55+),3,Other,0,0,0,0,1,West,1,6
Robert Irwin,Witney Carson (Xoshitl Gomez week 9),Conservationist,Unknown,Australia,22,34,1,332.1666,8.838381818181817,0.3388878787878789,2,1,11,True,1.0,22,Young (<25),4,Other,0,0,0,0,1,Non-US,0,1
Hilaria Baldwin,Gleb Savchenko,Entrepreneur,New York,United States,41,34,11,80.0,2.636363636363636,0.2333333333333334,2,22,4,False,,41,Mature (35-44),0,Other,0,0,0,0,1,Northeast,1,2
Lauren Jauregui,Brandon Armstrong,Singer/Rapper,Florida,United States,29,34,12,52.0,1.7727272727272727,-0.25,0,22,3,False,,29,Prime (25-34),1,Entertainment,1,0,0,0,0,Southeast,1,4
Scott Hoying,Rylee Arnold,Singer/Rapper,California,United States,34,34,10,129.0,3.6212121212121207,0.4047619047619047,0,22,6,False,,34,Prime (25-34),1,Entertainment,1,0,0,0,0,West,1,6
Alix Earle,Val Chmerkovskiy (Joey Graziadei week 9),Social media personality,Florida,United States,24,34,2,331.5,8.791666666666668,0.3674242424242423,2,22,11,False,2.0,24,Young (<25),4,Other,0,0,0,0,1,Southeast,1,4
Jen Affleck,Jan Ravnik,TV Personality,Utah,United States,26,34,9,171.0,4.643939393939394,0.3482142857142857,3,22,7,False,,26,Prime (25-34),1,Reality/Model,0,0,1,0,0,West,1,6
Whitney Leavitt,Mark Ballas,TV Personality,Utah,United States,32,34,6,310.5,8.155303030303031,0.3578282828282828,3,22,10,False,,32,Prime (25-34),1,Reality/Model,0,0,1,0,0,West,1,6
Dylan Efron,Daniella Karagach (Rumer Willis week 9),TV Personality,California,United States,33,34,4,318.8332,8.404036363636363,0.423230303030303,3,22,11,False,,33,Prime (25-34),1,Reality/Model,0,0,1,0,0,West,1,6
